City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice
Chicago,Estados Unidos,472.0,126.88,Frontier,CHI,2023-04-27,2023-05-03,http://kayak.com/flights/DEN-CHI/2023-04-27/2023-05-03/,126.88,1.0
Sydney,Austrália,2745.0,1551.66,Air Canada,SYD,2023-10-21,2023-10-28,http://kayak.com/flights/DEN-SYD/2023-10-21/2023-10-28/,1551.66,1.0
Orlando,Estados Unidos,257.0,150.38,Frontier,MCO,2023-04-22,2023-04-29,http://kayak.com/flights/DEN-MCO/2023-04-22/2023-04-29/,150.38,1.0
Milão,Itália,1830.0,662.59,United Airlines,MIL,2023-11-14,2023-11-21,http://kayak.com/flights/DEN-MIL/2023-11-14/2023-11-21/,662.59,1.0
"Washington, D.C.",Estados Unidos,907.0,144.74,Spirit Airlines,WAS,2023-04-12,2023-04-18,http://kayak.com/flights/DEN-WAS/2023-04-12/2023-04-18/,144.74,1.0
Fort Lauderdale,Estados Unidos,1546.0,132.52,Spirit Airlines,FLL,2023-03-28,2023-04-04,http://kayak.com/flights/DEN-FLL/2023-03-28/2023-04-04/,132.52,1.0
Telavive,Israel,1316.0,852.43,Várias companhias aéreas,TLV,2023-05-01,2023-05-08,http://kayak.com/flights/DEN-TLV/2023-05-01/2023-05-08/,852.43,1.0
Toronto,Canadá,215.0,434.21,Air Canada,YYZ,2023-09-06,2023-09-10,http://kayak.com/flights/DEN-YYZ/2023-09-06/2023-09-10/,434.21,1.0
Istambul,Turquia,1870.0,900.36,Várias companhias aéreas,IST,2023-11-21,2023-11-28,http://kayak.com/flights/DEN-IST/2023-11-21/2023-11-28/,900.36,1.0
Palma de Maiorca,Espanha,2577.0,1093.03,Scandinavian Airlines,PMI,2023-05-10,2023-05-16,http://kayak.com/flights/DEN-PMI/2023-05-10/2023-05-16/,1093.03,1.0
Phoenix,Estados Unidos,119.0,75.19,Frontier,PHX,2023-04-18,2023-04-22,http://kayak.com/flights/DEN-PHX/2023-04-18/2023-04-22/,75.19,1.0
Dublin,Irlanda,815.0,448.3,Icelandair,DUB,2023-11-29,2023-12-05,http://kayak.com/flights/DEN-DUB/2023-11-29/2023-12-05/,448.3,1.0
Porto,Portugal,2122.0,1196.41,Várias companhias aéreas,OPO,2023-04-19,2023-04-25,http://kayak.com/flights/DEN-OPO/2023-04-19/2023-04-25/,1196.41,1.0
Filadélfia,Estados Unidos,263.0,133.46,Frontier,PHL,2023-04-04,2023-04-11,http://kayak.com/flights/DEN-PHL/2023-04-04/2023-04-11/,133.46,1.0
Bruxelas,Bélgica,1790.0,1026.3,Várias companhias aéreas,BRU,2023-04-20,2023-04-26,http://kayak.com/flights/DEN-BRU/2023-04-20/2023-04-26/,1026.3,1.0
Varsóvia,Polónia,1114.0,1039.46,KLM,WAW,2023-04-21,2023-04-28,http://kayak.com/flights/DEN-WAW/2023-04-21/2023-04-28/,1039.46,1.0
Tóquio,Japão,1800.0,1093.97,Air Canada,TYO,2023-09-27,2023-10-04,http://kayak.com/flights/DEN-TYO/2023-09-27/2023-10-04/,1093.97,1.0
Málaga,Espanha,1700.0,881.57,Delta,AGP,2023-04-10,2023-04-17,http://kayak.com/flights/DEN-AGP/2023-04-10/2023-04-17/,881.57,1.0
Oslo,Noruega,1808.0,552.63,Várias companhias aéreas,OSL,2023-10-23,2023-10-28,http://kayak.com/flights/DEN-OSL/2023-10-23/2023-10-28/,552.63,1.0
Minneapolis,Estados Unidos,142.0,102.45,Frontier,MSP,2023-05-17,2023-05-22,http://kayak.com/flights/DEN-MSP/2023-05-17/2023-05-22/,102.45,1.0
Denpasar,Indonésia,2230.0,1145.66,Várias companhias aéreas,DPS,2023-10-26,2023-10-30,http://kayak.com/flights/DEN-DPS/2023-10-26/2023-10-30/,1145.66,1.0
Dusseldorf,Alemanha,1664.0,951.11,Várias companhias aéreas,DUS,2023-03-27,2023-04-03,http://kayak.com/flights/DEN-DUS/2023-03-27/2023-04-03/,951.11,1.0
Vancouver,Canadá,1018.0,320.49,Várias companhias aéreas,YVR,2023-05-23,2023-05-27,http://kayak.com/flights/DEN-YVR/2023-05-23/2023-05-27/,320.49,1.0
San Juan,Porto Rico,762.0,186.09,Frontier,SJU,2023-05-13,2023-05-18,http://kayak.com/flights/DEN-SJU/2023-05-13/2023-05-18/,186.09,1.0
Estocolmo,Suécia,1705.0,653.19,Icelandair,STO,2023-10-16,2023-10-22,http://kayak.com/flights/DEN-STO/2023-10-16/2023-10-22/,653.19,1.0
Tampa,Estados Unidos,250.0,150.38,Frontier,TPA,2023-04-10,2023-04-17,http://kayak.com/flights/DEN-TPA/2023-04-10/2023-04-17/,150.38,1.0
Mumbai,Índia,2446.0,1348.66,Várias companhias aéreas,BOM,2023-04-08,2023-04-15,http://kayak.com/flights/DEN-BOM/2023-04-08/2023-04-15/,1348.66,1.0
Joanesburgo,África do Sul,2313.0,1188.89,American Airlines,JNB,2023-09-21,2023-09-28,http://kayak.com/flights/DEN-JNB/2023-09-21/2023-09-28/,1188.89,1.0
Helsínquia,Finlândia,1098.0,909.76,American Airlines,HEL,2023-04-11,2023-04-18,http://kayak.com/flights/DEN-HEL/2023-04-11/2023-04-18/,909.76,1.0
Hamburgo,Alemanha,1673.0,1681.36,Várias companhias aéreas,HAM,2023-07-26,2023-07-30,http://kayak.com/flights/DEN-HAM/2023-07-26/2023-07-30/,1681.36,1.0
Lyon,França,1010.0,1479.3,Várias companhias aéreas,LYS,2023-06-26,2023-07-03,http://kayak.com/flights/DEN-LYS/2023-06-26/2023-07-03/,1479.3,1.0
São Paulo,Brasil,1980.0,640.97,Várias companhias aéreas,SAO,2023-04-28,2023-05-03,http://kayak.com/flights/DEN-SAO/2023-04-28/2023-05-03/,640.97,1.0
Hong Kong,Hong Kong,1800.0,1484.94,Várias companhias aéreas,HKG,2023-10-09,2023-10-16,http://kayak.com/flights/DEN-HKG/2023-10-09/2023-10-16/,1484.94,1.0
Honolulu,Estados Unidos,1144.0,405.07,Várias companhias aéreas,HNL,2023-05-18,2023-05-23,http://kayak.com/flights/DEN-HNL/2023-05-18/2023-05-23/,405.07,1.0
Lima,Perú,1417.0,419.17,Várias companhias aéreas,LIM,2023-04-06,2023-04-12,http://kayak.com/flights/DEN-LIM/2023-04-06/2023-04-12/,419.17,1.0
Cairo,Egito,1585.0,1227.42,United Airlines,CAI,2023-04-30,2023-05-06,http://kayak.com/flights/DEN-CAI/2023-04-30/2023-05-06/,1227.42,1.0
Kuala Lumpur,Malásia,2215.0,1392.83,Várias companhias aéreas,KUL,2023-05-10,2023-05-16,http://kayak.com/flights/DEN-KUL/2023-05-10/2023-05-16/,1392.83,1.0
Praga,República Checa,1100.0,880.63,British Airways,PRG,2023-10-17,2023-10-24,http://kayak.com/flights/DEN-PRG/2023-10-17/2023-10-24/,880.63,1.0
San José,Costa Rica,1764.0,385.34,Várias companhias aéreas,SJO,2023-04-12,2023-04-19,http://kayak.com/flights/DEN-SJO/2023-04-12/2023-04-19/,385.34,1.0
São Diego,Estados Unidos,690.0,65.79,Spirit Airlines,SAN,2023-04-29,2023-05-03,http://kayak.com/flights/DEN-SAN/2023-04-29/2023-05-03/,65.79,1.0
Budapeste,Hungria,1115.0,1514.07,Austrian Airlines,BUD,2023-05-13,2023-05-20,http://kayak.com/flights/DEN-BUD/2023-05-13/2023-05-20/,1514.07,1.0
Marselha,França,2047.0,1106.18,British Airways,MRS,2023-04-09,2023-04-16,http://kayak.com/flights/DEN-MRS/2023-04-09/2023-04-16/,1106.18,1.0
Houston,Estados Unidos,158.0,74.25,Spirit Airlines,IAH,2023-03-31,2023-04-04,http://kayak.com/flights/DEN-IAH/2023-03-31/2023-04-04/,74.25,1.0
Genebra,Suíça,1635.0,912.58,Várias companhias aéreas,GVA,2023-05-02,2023-05-09,http://kayak.com/flights/DEN-GVA/2023-05-02/2023-05-09/,912.58,1.0
Nice,França,2000.0,701.12,Lufthansa,NCE,2023-11-30,2023-12-06,http://kayak.com/flights/DEN-NCE/2023-11-30/2023-12-06/,701.12,1.0
Seul,Coreia do Sul,3184.0,1298.85,Qatar Airways,SEL,2023-12-04,2023-12-11,http://kayak.com/flights/DEN-SEL/2023-12-04/2023-12-11/,1298.85,1.0
Osaka,Japão,2595.0,1170.09,China Airlines,KIX,2023-11-06,2023-11-10,http://kayak.com/flights/DEN-KIX/2023-11-06/2023-11-10/,1170.09,1.0
Veneza,Itália,2353.0,730.25,American Airlines,VCE,2023-12-10,2023-12-17,http://kayak.com/flights/DEN-VCE/2023-12-10/2023-12-17/,730.25,1.0
Portland,Estados Unidos,818.0,93.05,Várias companhias aéreas,PDX,2023-04-26,2023-05-01,http://kayak.com/flights/DEN-PDX/2023-04-26/2023-05-01/,93.05,1.0
Austin,Estados Unidos,139.0,110.9,Frontier,AUS,2023-03-31,2023-04-05,http://kayak.com/flights/DEN-AUS/2023-03-31/2023-04-05/,110.9,1.0
Cidade de Ho Chi Minh,Vietname,2847.0,1283.81,Qatar Airways,SGN,2023-04-11,2023-04-18,http://kayak.com/flights/DEN-SGN/2023-04-11/2023-04-18/,1283.81,1.0
Charlotte,Estados Unidos,449.0,149.44,Frontier,CLT,2023-05-12,2023-05-17,http://kayak.com/flights/DEN-CLT/2023-05-12/2023-05-17/,149.44,1.0
Billund,Dinamarca,2331.0,1284.75,Lufthansa,BLL,2023-03-18,2023-03-24,http://kayak.com/flights/DEN-BLL/2023-03-18/2023-03-24/,1284.75,1.0
Montreal,Canadá,960.0,462.4,United Airlines,YUL,2023-04-28,2023-05-02,http://kayak.com/flights/DEN-YUL/2023-04-28/2023-05-02/,462.4,1.0
Nápoles,Itália,1345.0,1011.26,Lufthansa,NAP,2023-03-28,2023-04-04,http://kayak.com/flights/DEN-NAP/2023-03-28/2023-04-04/,1011.26,1.0
Raleigh,Estados Unidos,241.0,131.58,Frontier,RDU,2023-05-06,2023-05-13,http://kayak.com/flights/DEN-RDU/2023-05-06/2023-05-13/,131.58,1.0
Nashville,Estados Unidos,187.0,122.18,Frontier,BNA,2023-03-27,2023-03-31,http://kayak.com/flights/DEN-BNA/2023-03-27/2023-03-31/,122.18,1.0
Salt Lake City,Estados Unidos,780.0,94.93,Várias companhias aéreas,SLC,2023-05-10,2023-05-15,http://kayak.com/flights/DEN-SLC/2023-05-10/2023-05-15/,94.93,1.0
Cidade do Cabo,África do Sul,1878.0,1240.58,KLM,CPT,2023-05-12,2023-05-19,http://kayak.com/flights/DEN-CPT/2023-05-12/2023-05-19/,1240.58,1.0
Buenos Aires,Argentina,2390.0,1233.06,Air Canada,BUE,2023-04-15,2023-04-22,http://kayak.com/flights/DEN-BUE/2023-04-15/2023-04-22/,1233.06,1.0
Cracóvia,Polónia,985.0,1313.89,Lufthansa,KRK,2023-08-14,2023-08-21,http://kayak.com/flights/DEN-KRK/2023-08-14/2023-08-21/,1313.89,1.0
Edimburgo,Reino Unido,1846.0,761.27,Air Canada,EDI,2023-09-28,2023-10-05,http://kayak.com/flights/DEN-EDI/2023-09-28/2023-10-05/,761.27,1.0
Medellín,Colômbia,1808.0,433.27,Spirit Airlines,MDE,2023-04-04,2023-04-11,http://kayak.com/flights/DEN-MDE/2023-04-04/2023-04-11/,433.27,1.0
Marraquexe,Marrocos,3445.0,1302.61,Várias companhias aéreas,RAK,2023-04-27,2023-05-04,http://kayak.com/flights/DEN-RAK/2023-04-27/2023-05-04/,1302.61,1.0
Doha,Catar,2386.0,1116.52,Várias companhias aéreas,DOH,2023-04-10,2023-04-16,http://kayak.com/flights/DEN-DOH/2023-04-10/2023-04-16/,1116.52,1.0
Detroit,Estados Unidos,205.0,131.58,Frontier,DTW,2023-05-04,2023-05-10,http://kayak.com/flights/DEN-DTW/2023-05-04/2023-05-10/,131.58,1.0
Estugarda,Alemanha,1415.0,987.77,Várias companhias aéreas,STR,2023-09-13,2023-09-20,http://kayak.com/flights/DEN-STR/2023-09-13/2023-09-20/,987.77,1.0
Gotemburgo,Suécia,2115.0,1477.42,Lufthansa,GOT,2023-03-12,2023-03-18,http://kayak.com/flights/DEN-GOT/2023-03-12/2023-03-18/,1477.42,1.0
Valência,Espanha,1885.0,984.95,British Airways,VLC,2023-11-18,2023-11-25,http://kayak.com/flights/DEN-VLC/2023-11-18/2023-11-25/,984.95,1.0
Nova Orleães,Estados Unidos,195.0,140.98,Frontier,MSY,2023-05-08,2023-05-12,http://kayak.com/flights/DEN-MSY/2023-05-08/2023-05-12/,140.98,1.0
Rio de Janeiro,Brasil,1752.0,862.77,Várias companhias aéreas,RIO,2023-05-05,2023-05-12,http://kayak.com/flights/DEN-RIO/2023-05-05/2023-05-12/,862.77,1.0
Baltimore,Estados Unidos,907.0,144.74,Spirit Airlines,BWI,2023-04-12,2023-04-18,http://kayak.com/flights/DEN-BWI/2023-04-12/2023-04-18/,144.74,1.0
Phuket,Tailândia,2011.0,1072.35,Korean Air,HKT,2023-11-07,2023-11-14,http://kayak.com/flights/DEN-HKT/2023-11-07/2023-11-14/,1072.35,1.0
Bucareste,Roménia,1785.0,1389.07,Várias companhias aéreas,BUH,2023-03-12,2023-03-19,http://kayak.com/flights/DEN-BUH/2023-03-12/2023-03-19/,1389.07,1.0
Luqa,Malta,3315.0,909.76,SWISS,MLA,2023-11-21,2023-11-27,http://kayak.com/flights/DEN-MLA/2023-11-21/2023-11-27/,909.76,1.0
Riga,Letónia,1633.0,1368.4,Várias companhias aéreas,RIX,2023-07-05,2023-07-11,http://kayak.com/flights/DEN-RIX/2023-07-05/2023-07-11/,1368.4,1.0
Auckland,Nova Zelândia,3439.0,1405.05,Várias companhias aéreas,AKL,2023-04-11,2023-04-18,http://kayak.com/flights/DEN-AKL/2023-04-11/2023-04-18/,1405.05,1.0
Punta Cana,República Dominicana,1100.0,257.52,Frontier,PUJ,2023-05-10,2023-05-16,http://kayak.com/flights/DEN-PUJ/2023-05-10/2023-05-16/,257.52,1.0
Amã,Jordânia,2093.0,1159.76,United Airlines,AMM,2023-09-04,2023-09-11,http://kayak.com/flights/DEN-AMM/2023-09-04/2023-09-11/,1159.76,1.0
Toulouse,França,2140.0,1150.36,United Airlines,TLS,2023-04-02,2023-04-09,http://kayak.com/flights/DEN-TLS/2023-04-02/2023-04-09/,1150.36,1.0
Hyderabad,Índia,1770.0,1530.05,Várias companhias aéreas,HYD,2023-05-07,2023-05-14,http://kayak.com/flights/DEN-HYD/2023-05-07/2023-05-14/,1530.05,1.0
Brisbane,Austrália,1528.0,1314.83,Várias companhias aéreas,BNE,2023-11-04,2023-11-11,http://kayak.com/flights/DEN-BNE/2023-11-04/2023-11-11/,1314.83,1.0
Calgary,Canadá,1516.0,285.71,Várias companhias aéreas,YYC,2023-04-20,2023-04-24,http://kayak.com/flights/DEN-YYC/2023-04-20/2023-04-24/,285.71,1.0
Cleveland,Estados Unidos,575.0,140.98,Frontier,CLE,2023-04-26,2023-04-30,http://kayak.com/flights/DEN-CLE/2023-04-26/2023-04-30/,140.98,1.0
Bordéus,França,2455.0,977.43,SWISS,BOD,2023-11-14,2023-11-20,http://kayak.com/flights/DEN-BOD/2023-11-14/2023-11-20/,977.43,1.0
Catânia,Itália,1665.0,1694.52,Lufthansa,CTA,2023-07-10,2023-07-17,http://kayak.com/flights/DEN-CTA/2023-07-10/2023-07-17/,1694.52,1.0
Colónia,Alemanha,985.0,1513.13,Lufthansa,CGN,2023-06-28,2023-07-05,http://kayak.com/flights/DEN-CGN/2023-06-28/2023-07-05/,1513.13,1.0
Sevilha,Espanha,2085.0,1265.96,Várias companhias aéreas,SVQ,2023-04-02,2023-04-08,http://kayak.com/flights/DEN-SVQ/2023-04-02/2023-04-08/,1265.96,1.0
Cebu,Filipinas,2991.0,1435.13,China Airlines,CEB,2023-04-09,2023-04-16,http://kayak.com/flights/DEN-CEB/2023-04-09/2023-04-16/,1435.13,1.0
Las Palmas,Espanha,2510.0,1829.85,American Airlines,LPA,2023-05-27,2023-06-02,http://kayak.com/flights/DEN-LPA/2023-05-27/2023-06-02/,1829.85,1.0
Fort Myers,Estados Unidos,866.0,192.67,Frontier,RSW,2023-04-15,2023-04-20,http://kayak.com/flights/DEN-RSW/2023-04-15/2023-04-20/,192.67,1.0
Santo Domingo,República Dominicana,1281.0,342.1,Spirit Airlines,SDQ,2023-04-04,2023-04-10,http://kayak.com/flights/DEN-SDQ/2023-04-04/2023-04-10/,342.1,1.0
Faro,Portugal,3610.0,881.57,Lufthansa,FAO,2023-11-13,2023-11-18,http://kayak.com/flights/DEN-FAO/2023-11-13/2023-11-18/,881.57,1.0
Bangalore,Índia,2400.0,1244.34,Várias companhias aéreas,BLR,2023-05-11,2023-05-15,http://kayak.com/flights/DEN-BLR/2023-05-11/2023-05-15/,1244.34,1.0
Cidade da Guatemala,Guatemala,1600.0,210.53,Várias companhias aéreas,GUA,2023-04-19,2023-04-25,http://kayak.com/flights/DEN-GUA/2023-04-19/2023-04-25/,210.53,1.0
Bolonha,Itália,2045.0,1275.35,Turkish Airlines,BLQ,2023-09-09,2023-09-15,http://kayak.com/flights/DEN-BLQ/2023-09-09/2023-09-15/,1275.35,1.0
Chennai,Índia,2320.0,1577.98,Várias companhias aéreas,MAA,2023-03-12,2023-03-19,http://kayak.com/flights/DEN-MAA/2023-03-12/2023-03-19/,1577.98,1.0
Guadalajara,México,211.0,218.99,Volaris,GDL,2023-11-07,2023-11-14,http://kayak.com/flights/DEN-GDL/2023-11-07/2023-11-14/,218.99,1.0
Tallin,Estónia,3365.0,747.17,American Airlines,TLL,2024-01-14,2024-01-20,http://kayak.com/flights/DEN-TLL/2024-01-14/2024-01-20/,747.17,1.0
Casablanca,Marrocos,1767.0,1155.06,Várias companhias aéreas,CMN,2023-04-27,2023-05-03,http://kayak.com/flights/DEN-CMN/2023-04-27/2023-05-03/,1155.06,1.0
Colombo,Sri Lanka,1965.0,1870.27,Várias companhias aéreas,CMB,2023-03-12,2023-03-18,http://kayak.com/flights/DEN-CMB/2023-03-12/2023-03-18/,1870.27,1.0
Palermo,Itália,2258.0,2229.28,Várias companhias aéreas,PMO,2023-03-13,2023-03-20,http://kayak.com/flights/DEN-PMO/2023-03-13/2023-03-20/,2229.28,1.0
Jacksonville,Estados Unidos,234.0,205.83,Frontier,JAX,2023-03-20,2023-03-27,http://kayak.com/flights/DEN-JAX/2023-03-20/2023-03-27/,205.83,1.0
Cidade do Panamá,Panamá,1084.0,399.43,United Airlines,PTY,2023-09-06,2023-09-13,http://kayak.com/flights/DEN-PTY/2023-09-06/2023-09-13/,399.43,1.0
Pittsburgh,Estados Unidos,1070.0,196.43,Várias companhias aéreas,PIT,2023-05-05,2023-05-09,http://kayak.com/flights/DEN-PIT/2023-05-05/2023-05-09/,196.43,1.0
Indianápolis,Estados Unidos,174.0,93.99,Frontier,IND,2023-05-17,2023-05-24,http://kayak.com/flights/DEN-IND/2023-05-17/2023-05-24/,93.99,1.0
Quito,Equador,1813.0,484.96,Aeromexico,UIO,2023-05-09,2023-05-16,http://kayak.com/flights/DEN-UIO/2023-05-09/2023-05-16/,484.96,1.0
Ibiza,Espanha,3585.0,1289.45,Lufthansa,IBZ,2023-04-03,2023-04-08,http://kayak.com/flights/DEN-IBZ/2023-04-03/2023-04-08/,1289.45,1.0
Túnis,Tunísia,1636.0,1196.41,Air France,TUN,2023-09-22,2023-09-29,http://kayak.com/flights/DEN-TUN/2023-09-22/2023-09-29/,1196.41,1.0
Split,Croácia,1770.0,1157.88,Lufthansa,SPU,2023-04-03,2023-04-10,http://kayak.com/flights/DEN-SPU/2023-04-03/2023-04-10/,1157.88,1.0
Lárnaca,Chipre,2343.0,1099.61,Lufthansa,LCA,2023-04-10,2023-04-17,http://kayak.com/flights/DEN-LCA/2023-04-10/2023-04-17/,1099.61,1.0
Malé,Maldivas,2250.0,1136.26,Várias companhias aéreas,MLE,2023-09-11,2023-09-18,http://kayak.com/flights/DEN-MLE/2023-09-11/2023-09-18/,1136.26,1.0
Hartford,Estados Unidos,275.0,150.38,Frontier,BDL,2023-03-21,2023-03-28,http://kayak.com/flights/DEN-BDL/2023-03-21/2023-03-28/,150.38,1.0
Cartagena,Colômbia,1056.0,485.9,Várias companhias aéreas,CTG,2023-04-20,2023-04-24,http://kayak.com/flights/DEN-CTG/2023-04-20/2023-04-24/,485.9,1.0
São Salvador,El Salvador,1716.0,367.48,Várias companhias aéreas,SAL,2023-04-12,2023-04-19,http://kayak.com/flights/DEN-SAL/2023-04-12/2023-04-19/,367.48,1.0
Hanói,Vietname,2912.0,1196.41,Várias companhias aéreas,HAN,2023-09-04,2023-09-09,http://kayak.com/flights/DEN-HAN/2023-09-04/2023-09-09/,1196.41,1.0
Da Nang,Vietname,2562.0,1259.38,Singapore Airlines,DAD,2023-11-01,2023-11-08,http://kayak.com/flights/DEN-DAD/2023-11-01/2023-11-08/,1259.38,1.0
Perth,Austrália,1715.0,1866.51,Várias companhias aéreas,PER,2023-05-14,2023-05-19,http://kayak.com/flights/DEN-PER/2023-05-14/2023-05-19/,1866.51,1.0
Funchal,Portugal,2395.0,1187.01,British Airways,FNC,2023-04-10,2023-04-17,http://kayak.com/flights/DEN-FNC/2023-04-10/2023-04-17/,1187.01,1.0
Heraclião,Grécia,1300.0,1172.91,Várias companhias aéreas,HER,2023-04-10,2023-04-17,http://kayak.com/flights/DEN-HER/2023-04-10/2023-04-17/,1172.91,1.0
West Palm Beach,Estados Unidos,277.0,95.87,Frontier,PBI,2023-04-09,2023-04-13,http://kayak.com/flights/DEN-PBI/2023-04-09/2023-04-13/,95.87,1.0
San Antonio,Estados Unidos,1350.0,124.06,Várias companhias aéreas,SAT,2023-05-11,2023-05-15,http://kayak.com/flights/DEN-SAT/2023-05-11/2023-05-15/,124.06,1.0
